age,job,marital,education,default,housing,loan,contact,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
30,services,divorced,high.school,no,no,no,telephone,thu,366,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
51,admin.,divorced,university.degree,no,yes,no,telephone,thu,213,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
59,blue-collar,married,basic.6y,no,yes,no,telephone,thu,166,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,blue-collar,married,basic.9y,no,yes,no,telephone,thu,141,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,unemployed,married,university.degree,no,yes,no,telephone,thu,168,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
43,blue-collar,married,basic.6y,unknown,no,no,telephone,thu,468,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,blue-collar,married,basic.9y,unknown,yes,no,telephone,thu,180,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,blue-collar,married,professional.course,no,no,no,telephone,thu,195,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
42,blue-collar,married,basic.6y,no,no,no,telephone,thu,352,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,blue-collar,married,professional.course,no,yes,yes,telephone,thu,91,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,admin.,divorced,university.degree,no,yes,no,telephone,thu,93,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,blue-collar,single,basic.6y,unknown,yes,no,telephone,thu,288,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,management,single,basic.6y,no,no,no,telephone,thu,218,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
48,blue-collar,married,basic.9y,no,yes,yes,telephone,thu,289,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
43,services,married,high.school,no,no,no,telephone,thu,130,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
28,blue-collar,married,basic.6y,no,no,no,telephone,thu,208,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,admin.,divorced,high.school,no,yes,no,telephone,thu,177,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,blue-collar,married,basic.9y,no,no,no,telephone,thu,101,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
50,technician,married,high.school,no,yes,no,telephone,thu,756,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
36,blue-collar,married,basic.9y,no,yes,no,telephone,thu,342,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
50,unemployed,married,professional.course,no,no,no,telephone,thu,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
54,entrepreneur,married,basic.4y,unknown,no,yes,telephone,thu,108,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,management,married,university.degree,no,no,no,telephone,thu,178,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
20,entrepreneur,single,high.school,no,no,no,telephone,thu,238,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
24,blue-collar,married,basic.9y,unknown,yes,no,telephone,thu,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
28,management,single,unknown,no,yes,no,telephone,thu,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
55,housemaid,married,basic.4y,no,yes,no,telephone,thu,14,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
25,blue-collar,married,high.school,no,no,no,telephone,thu,250,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
27,blue-collar,married,basic.9y,no,yes,no,telephone,thu,491,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
27,blue-collar,married,basic.9y,no,no,no,telephone,thu,44,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,blue-collar,married,basic.6y,unknown,yes,yes,telephone,thu,26,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
48,management,married,university.degree,unknown,yes,no,telephone,thu,293,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,blue-collar,single,basic.6y,no,no,no,telephone,thu,989,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,blue-collar,married,basic.9y,no,no,no,telephone,thu,147,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
27,blue-collar,married,basic.9y,no,no,yes,telephone,thu,1170,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
45,management,married,university.degree,no,yes,yes,telephone,thu,807,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
28,blue-collar,married,basic.6y,unknown,yes,no,telephone,thu,347,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,technician,single,basic.6y,unknown,yes,no,telephone,thu,58,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
43,blue-collar,married,basic.4y,no,no,no,telephone,thu,534,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
32,admin.,single,high.school,no,unknown,unknown,telephone,thu,155,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29,services,single,basic.9y,no,no,no,telephone,thu,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,blue-collar,married,basic.9y,no,no,no,telephone,thu,343,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,unknown,married,basic.9y,no,no,no,telephone,thu,461,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,admin.,married,high.school,no,yes,no,telephone,thu,389,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,admin.,married,high.school,no,no,no,telephone,thu,90,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
48,admin.,married,high.school,unknown,no,no,telephone,thu,314,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,blue-collar,single,basic.4y,unknown,no,no,telephone,thu,28,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,blue-collar,single,basic.9y,unknown,no,no,telephone,thu,30,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
45,admin.,married,high.school,no,yes,no,telephone,thu,103,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
42,services,married,high.school,unknown,no,yes,telephone,thu,252,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
56,blue-collar,married,basic.4y,unknown,no,no,telephone,thu,20,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,technician,married,professional.course,no,no,no,telephone,thu,369,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
45,blue-collar,married,basic.4y,unknown,yes,no,telephone,thu,116,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,services,single,high.school,unknown,no,no,telephone,thu,302,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,blue-collar,married,basic.6y,unknown,no,no,telephone,thu,31,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
32,admin.,married,university.degree,unknown,no,yes,telephone,thu,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29,admin.,single,high.school,no,no,no,telephone,thu,149,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,blue-collar,married,basic.9y,no,no,no,telephone,thu,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,self-employed,single,basic.6y,no,no,no,telephone,thu,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,management,married,high.school,unknown,no,no,telephone,thu,234,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
43,unemployed,married,basic.4y,no,no,no,telephone,thu,92,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,services,married,basic.6y,no,no,no,telephone,thu,2087,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
35,blue-collar,married,basic.6y,no,no,no,telephone,thu,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
42,admin.,married,university.degree,no,no,no,telephone,thu,193,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,blue-collar,married,basic.6y,no,no,no,telephone,thu,245,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
44,blue-collar,married,basic.4y,unknown,no,no,telephone,thu,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,technician,divorced,professional.course,no,yes,no,telephone,thu,223,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
47,admin.,married,university.degree,no,no,no,telephone,thu,42,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
59,technician,married,professional.course,unknown,no,no,telephone,thu,206,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,services,single,high.school,no,no,no,telephone,thu,66,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,blue-collar,married,basic.9y,unknown,no,no,telephone,thu,173,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
45,management,single,university.degree,no,no,no,telephone,thu,477,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
28,self-employed,single,university.degree,no,no,no,telephone,thu,77,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,entrepreneur,married,basic.6y,no,yes,yes,telephone,thu,205,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
28,admin.,single,basic.9y,no,yes,yes,telephone,thu,376,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,technician,divorced,professional.course,no,yes,yes,telephone,thu,453,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,blue-collar,married,basic.4y,no,yes,no,telephone,thu,151,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,housemaid,divorced,university.degree,no,no,no,telephone,thu,767,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
54,housemaid,married,basic.9y,no,yes,no,telephone,thu,200,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
53,retired,married,basic.6y,unknown,no,yes,telephone,thu,298,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
49,admin.,married,high.school,no,no,yes,telephone,thu,627,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
32,self-employed,divorced,professional.course,no,no,no,telephone,thu,242,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,services,married,high.school,no,yes,no,telephone,thu,287,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
50,blue-collar,single,basic.9y,unknown,yes,yes,telephone,thu,184,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
51,blue-collar,divorced,basic.9y,no,no,no,telephone,thu,119,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,blue-collar,married,basic.4y,no,yes,no,telephone,thu,403,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
44,self-employed,married,professional.course,no,no,no,telephone,thu,626,6,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29,blue-collar,married,high.school,no,no,no,telephone,thu,12,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
53,admin.,married,university.degree,no,no,no,telephone,thu,10,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
43,blue-collar,married,basic.6y,unknown,no,no,telephone,thu,301,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,services,single,basic.4y,no,no,yes,telephone,thu,240,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
49,admin.,divorced,basic.9y,no,yes,no,telephone,thu,312,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,blue-collar,married,basic.6y,unknown,yes,no,telephone,thu,224,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
40,services,single,professional.course,no,no,no,telephone,thu,202,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29,services,divorced,high.school,no,no,no,telephone,thu,144,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
43,blue-collar,married,basic.4y,unknown,no,no,telephone,thu,263,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,technician,married,university.degree,unknown,no,no,telephone,thu,257,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
48,technician,married,professional.course,no,yes,no,telephone,thu,237,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
53,retired,married,high.school,unknown,yes,no,telephone,thu,23,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
53,management,married,university.degree,no,yes,no,telephone,thu,209,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
51,blue-collar,married,basic.9y,unknown,yes,no,telephone,thu,1178,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
35,services,married,basic.9y,no,yes,yes,telephone,thu,442,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,entrepreneur,divorced,high.school,no,yes,no,telephone,thu,1120,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
46,entrepreneur,married,basic.4y,no,no,no,telephone,thu,186,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
50,technician,married,professional.course,no,yes,no,telephone,thu,275,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
32,management,single,university.degree,no,no,no,telephone,thu,81,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,blue-collar,divorced,basic.4y,no,yes,no,telephone,thu,74,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,blue-collar,married,basic.9y,unknown,no,no,telephone,thu,285,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,admin.,married,high.school,no,yes,yes,telephone,thu,151,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
54,blue-collar,married,basic.9y,unknown,no,yes,telephone,thu,422,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,blue-collar,married,basic.6y,unknown,no,yes,telephone,thu,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
51,services,married,high.school,unknown,yes,no,telephone,thu,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
45,blue-collar,single,basic.9y,no,no,no,telephone,thu,78,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
32,admin.,divorced,high.school,no,no,yes,telephone,thu,15,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
28,student,married,university.degree,no,no,yes,telephone,thu,352,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
40,management,married,university.degree,no,yes,no,telephone,thu,345,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
55,admin.,divorced,university.degree,no,yes,no,telephone,thu,230,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
41,self-employed,single,university.degree,no,no,no,telephone,thu,296,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
57,services,divorced,high.school,unknown,no,yes,telephone,thu,185,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,admin.,single,university.degree,no,no,no,telephone,thu,335,9,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,blue-collar,married,basic.4y,no,yes,no,telephone,thu,139,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,technician,single,university.degree,no,yes,no,telephone,thu,163,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,services,divorced,high.school,no,yes,no,telephone,thu,956,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,blue-collar,married,basic.9y,no,yes,yes,telephone,thu,166,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,services,married,basic.9y,no,no,no,telephone,thu,95,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
60,entrepreneur,married,basic.4y,no,no,no,telephone,thu,71,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,blue-collar,married,basic.9y,no,yes,no,telephone,thu,191,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,self-employed,single,university.degree,no,no,no,telephone,thu,459,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
57,blue-collar,divorced,professional.course,no,no,no,telephone,thu,100,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
44,technician,divorced,unknown,no,no,yes,telephone,thu,233,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
40,entrepreneur,married,basic.9y,no,yes,no,telephone,thu,255,6,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
46,technician,divorced,basic.9y,no,yes,no,telephone,thu,128,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
50,technician,married,professional.course,unknown,yes,no,telephone,thu,56,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
45,management,married,university.degree,no,yes,no,telephone,thu,4,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
57,services,married,basic.6y,no,no,no,telephone,thu,43,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,admin.,single,basic.6y,no,yes,no,telephone,thu,210,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,blue-collar,married,basic.6y,no,no,no,telephone,thu,21,9,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,services,divorced,high.school,no,yes,no,telephone,thu,67,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
25,services,divorced,high.school,no,no,no,telephone,thu,219,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
52,self-employed,single,university.degree,unknown,yes,no,telephone,thu,169,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,technician,single,university.degree,no,yes,no,telephone,thu,248,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
60,retired,divorced,high.school,no,yes,no,telephone,thu,223,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
42,blue-collar,married,basic.4y,unknown,no,no,telephone,thu,92,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,blue-collar,married,professional.course,no,yes,no,telephone,thu,112,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
43,services,married,high.school,no,no,no,telephone,thu,205,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,services,unknown,high.school,no,yes,yes,telephone,thu,155,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
32,technician,married,professional.course,no,yes,yes,telephone,thu,105,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,blue-collar,married,basic.6y,unknown,no,no,telephone,thu,383,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,blue-collar,married,basic.9y,unknown,no,no,telephone,thu,193,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,services,married,high.school,no,no,yes,telephone,thu,207,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,blue-collar,married,basic.6y,unknown,no,no,telephone,thu,132,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,admin.,married,high.school,no,yes,yes,telephone,thu,10,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
58,services,married,basic.4y,no,no,no,telephone,thu,249,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
44,blue-collar,single,basic.9y,unknown,no,no,telephone,thu,122,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,admin.,married,high.school,no,yes,no,telephone,thu,672,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
44,blue-collar,married,basic.9y,unknown,no,no,telephone,thu,116,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
32,admin.,married,high.school,no,yes,yes,telephone,thu,21,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,admin.,married,basic.9y,unknown,no,no,telephone,thu,192,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
41,blue-collar,married,professional.course,unknown,yes,no,telephone,thu,8,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
40,services,married,basic.9y,unknown,no,no,telephone,thu,13,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,blue-collar,married,basic.6y,unknown,yes,yes,telephone,thu,369,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
28,admin.,single,university.degree,no,yes,no,telephone,thu,393,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
46,blue-collar,married,basic.4y,no,no,no,telephone,thu,246,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,technician,married,university.degree,no,yes,no,telephone,thu,330,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,services,married,high.school,no,yes,no,telephone,thu,84,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,management,married,university.degree,unknown,no,no,telephone,thu,277,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,services,married,high.school,no,yes,no,telephone,thu,399,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
40,admin.,married,high.school,unknown,yes,no,telephone,thu,89,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,services,married,basic.9y,no,yes,no,telephone,thu,297,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
47,technician,married,professional.course,no,yes,no,telephone,thu,111,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29,admin.,single,university.degree,no,no,no,telephone,thu,141,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29,blue-collar,single,high.school,no,yes,yes,telephone,thu,886,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,self-employed,married,university.degree,no,no,yes,telephone,thu,49,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,services,single,basic.6y,unknown,no,no,telephone,thu,89,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
41,management,divorced,university.degree,unknown,yes,yes,telephone,thu,341,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,admin.,married,high.school,no,no,no,telephone,thu,179,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
41,services,married,high.school,no,no,yes,telephone,thu,102,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
49,unemployed,married,university.degree,no,yes,yes,telephone,thu,272,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,services,married,high.school,no,yes,no,telephone,thu,17,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,blue-collar,divorced,professional.course,no,no,yes,telephone,thu,291,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,services,divorced,high.school,no,yes,no,telephone,thu,209,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,services,married,high.school,no,no,no,telephone,thu,1187,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
45,blue-collar,married,high.school,no,yes,no,telephone,thu,89,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
49,admin.,married,university.degree,no,yes,yes,telephone,thu,123,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
43,blue-collar,married,basic.4y,unknown,no,no,telephone,thu,200,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
40,management,married,high.school,no,no,no,telephone,thu,104,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
42,admin.,married,university.degree,no,yes,no,telephone,thu,117,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
47,services,single,high.school,no,no,no,telephone,thu,37,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
56,entrepreneur,married,university.degree,no,yes,no,telephone,thu,51,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
53,entrepreneur,married,university.degree,no,yes,no,telephone,thu,303,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
50,entrepreneur,married,basic.9y,no,yes,no,telephone,thu,283,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
51,self-employed,married,university.degree,unknown,no,no,telephone,thu,826,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
41,blue-collar,married,professional.course,unknown,yes,no,telephone,thu,120,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
47,blue-collar,married,basic.9y,no,yes,no,telephone,thu,185,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
48,technician,married,professional.course,no,yes,no,telephone,thu,220,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29,entrepreneur,married,university.degree,no,yes,no,telephone,thu,423,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
28,technician,single,professional.course,no,yes,yes,telephone,thu,337,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,blue-collar,single,professional.course,no,no,no,telephone,thu,99,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29,blue-collar,single,basic.6y,no,no,no,telephone,thu,27,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
42,blue-collar,married,basic.4y,unknown,yes,no,telephone,thu,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,management,married,university.degree,no,no,no,telephone,thu,166,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,services,single,professional.course,no,no,no,telephone,thu,182,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,management,divorced,basic.6y,unknown,yes,no,telephone,thu,271,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,admin.,married,high.school,no,yes,no,telephone,thu,103,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,admin.,married,university.degree,no,yes,no,telephone,thu,379,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,technician,divorced,professional.course,no,yes,no,telephone,thu,287,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,blue-collar,single,basic.9y,no,no,no,telephone,thu,732,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,blue-collar,married,basic.6y,no,no,no,telephone,thu,126,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
42,admin.,single,university.degree,no,no,no,telephone,thu,172,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
27,technician,single,high.school,no,yes,no,telephone,thu,43,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,retired,single,high.school,no,no,no,telephone,thu,109,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,admin.,married,high.school,no,yes,no,telephone,thu,191,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,management,married,university.degree,no,yes,no,telephone,thu,117,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
52,housemaid,married,university.degree,no,yes,no,telephone,thu,64,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,admin.,married,high.school,no,yes,no,telephone,thu,260,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29,admin.,single,university.degree,no,yes,no,telephone,thu,128,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
32,blue-collar,married,basic.9y,unknown,no,no,telephone,fri,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
